Measurement_ID,Date,Product_Key,Plant_Key,Production_Units,Electricity_kWh,Fuel_Tons,Renewable_Percent,Scope1_Emissions_tCO2,Scope2_Emissions_tCO2,Energy_Cost_USD,Carbon_Tax_USD
6666,2019-10-05 00:00:00,3,34,2173,65894,332.29,32.22,61.41,4.01,29657,3406
6667,2019-10-05 00:00:00,2,40,3049,10931,390.35,67.12,71.25,5.08,37585,3275
6668,2019-10-05 19:00:00,5,37,6096,47902,498.22,83.88,85.54,145.1,41784,614
6669,2019-05-10 00:00:00,1,15,583,4642,154.52,5.64,109.12,122.55,27540,4644
6670,2019-05-10 00:00:00,4,80,1654,10250,99.67,45.82,10.33,83.95,21117,1035
6671,2019-10-05 22:00:00,2,44,7511,81011,455.44,25.21,171.71,99.19,21969,2916
6672,2019-10-05 23:00:00,4,58,7045,20127,486.26,20.21,170.42,82.4,30974,3345
6673,2019-10-06 00:00:00,1,33,9449,92191,354.69,81.64,57.26,80.22,1528,2349
6674,2019-10-06 00:00:00,5,83,7554,83571,192.37,75.54,172.39,133.14,33794,873
6675,2019-10-06 02:00:00,3,1,4813,87844,375.0,14.11,17.94,59.46,12067,3643
6676,2019-10-06 03:00:00,5,81,2794,96928,474.39,18.07,108.84,125.55,8883,4278
6677,2019-10-06 04:00:00,3,86,3290,61973,171.7,32.27,30.36,112.89,26377,4091
6678,2019-06-10 00:00:00,4,88,2165,94690,23.12,62.74,124.61,9.59,25663,4162
6679,2019-10-06 00:00:00,2,71,6132,32885,182.97,76.24,82.88,120.38,22418,4832
6680,2019-10-06 07:00:00,3,67,8666,31863,22.23,20.42,83.6,149.95,27985,3950
6681,2019-10-06 00:00:00,4,26,6232,23900,328.45,39.9,30.99,68.61,36386,3112
6682,2019-06-10 00:00:00,1,89,8109,71886,468.73,91.08,23.09,122.05,24124,4026
6683,2019-10-06 00:00:00,1,15,1765,50619,255.255,50.125,102.34,75.33,9299,3622
6684,2019-10-06 00:00:00,2,21,5614,24607,196.17,62.83,191.67,20.9,34689,4100
6685,2019-10-06 12:00:00,2,93,2655,12889,104.21,39.79,90.55,127.26,28715,3856
6686,2019-10-06 00:00:00,1,12,6842,89544,455.29,99.59,91.43,60.79,22801,2942
6687,2019-06-10 00:00:00,1,42,938,69174,99.75,32.63,25.84,17.0,47267,4497
6688,2019-06-10 00:00:00,3,56,2354,14481,306.69,75.95,11.43,115.52,25487,3259
6689,2019-06-10 00:00:00,2,88,8570,39749,315.55,92.37,129.03,95.7,13346,870
6690,2019-10-06 00:00:00,1,60,9862,79544,332.21,81.54,143.56,102.99,2185,4449
6691,2019-10-06 18:00:00,3,60,8750,23809,347.99,70.01,44.35,88.18,15607,4726
6692,2019-10-06 19:00:00,4,18,6922,23807,44.73,74.58,48.66,124.21,20178,3843
6693,2019-06-10 00:00:00,2,83,5250,14174,224.52,95.65,19.34,27.19,1763,540
6694,2019-10-06 00:00:00,2,24,1253,22640,101.38,44.86,177.16,73.66,41371,2445
6695,2019-10-06 22:00:00,1,15,2797,1520,286.97,91.47,77.39,44.22,29742,2876
6696,2019-10-06 00:00:00,1,92,7528,67900,105.71,34.92,172.31,15.82,18552,4859
6697,2019-10-07 00:00:00,1,17,5807,10635,461.81,91.7,159.28,44.66,22214,3228
6698,2019-10-07 01:00:00,1,58,7989,26307,313.12,89.15,174.85,22.77,10568,46
6699,2019-10-07 02:00:00,5,49,9343,30579,415.47,25.3,130.01,91.17,29210,217
6700,2019-07-10 00:00:00,1,10,235,83989,366.5,21.56,62.45,67.01,42373,577
6701,2019-10-07 00:00:00,4,7,3495,77370,309.06,55.5,23.89,75.99,37496,4536
6702,2019-10-07 05:00:00,1,43,820,39382,147.61,91.8,186.96,120.76,25754,4334
6703,2019-10-07 00:00:00,1,58,6336,9435,12.99,9.66,127.7,46.44,20489,3969
6704,2019-10-07 07:00:00,4,78,7660,42791,288.88,84.33,106.08,138.15,27539,4409
6705,2019-10-07 00:00:00,3,35,5356,99531,496.43,74.02,43.29,145.74,9982,1753
6706,2019-10-07 00:00:00,4,12,5577,96609,342.81,68.06,71.56,37.65,8989,3208
6707,2019-10-07 00:00:00,2,6,1367,66710,367.62,71.21,50.0,4.13,30336,2955
6708,2019-10-07 00:00:00,4,63,8471,97456,47.41,88.73,176.37,119.56,20969,2621
6709,2019-10-07 00:00:00,2,99,5486,29536,310.59,2.0,162.19,83.58,36069,962
6710,2019-10-07 13:00:00,5,50,9804,92577,210.42,46.49,136.62,63.14,24003,206
6711,2019-10-07 00:00:00,4,51,7006,8274,457.47,98.99,25.56,139.28,6556,4288
6712,2019-10-07 15:00:00,3,22,126,76853,479.25,76.22,145.76,70.92,39690,4928
6713,2019-10-07 00:00:00,5,12,452,48030,351.14,44.79,161.76,55.04,17597,3770
6714,2019-10-07 00:00:00,1,44,4960,28084,466.0,41.32,13.75,138.78,4207,2627
6715,2019-10-07 00:00:00,3,38,8280,51670,183.03,90.96,196.72,16.84,21514,589
6716,2019-10-07 19:00:00,4,9,4393,50619,255.255,50.125,102.34,75.33,29431,4673
6717,2019-10-07 00:00:00,4,87,1476,66404,423.36,57.34,61.97,99.13,14719,3588
6718,2019-10-07 21:00:00,3,56,8392,11025,55.22,4.69,70.02,2.31,41133,354
6719,2019-10-07 22:00:00,1,61,5199,28407,22.96,22.45,110.18,19.15,13815,1151
6720,2019-10-07 23:00:00,1,59,2418,59790,156.82,73.98,36.51,29.63,38917,1631
6721,2019-08-10 00:00:00,5,60,4282,50619,255.255,50.125,102.34,75.33,32290,4965
6722,2019-10-08 00:00:00,3,53,8367,87772,471.97,5.54,116.58,28.71,25364,4817
6723,2019-10-08 00:00:00,2,61,2260,60005,336.45,94.5,123.39,46.64,13882,4243
6724,2019-08-10 00:00:00,3,51,883,60611,290.31,34.65,147.62,25.86,4463,4928
6725,2019-10-08 00:00:00,1,87,5403,67159,471.29,63.74,67.85,99.88,39220,964
6726,2019-10-08 05:00:00,1,64,5823,54399,50.12,41.4,27.22,118.16,30641,3982
6727,2019-10-08 06:00:00,5,93,640,18409,96.69,43.53,67.82,125.28,48593,2495
6728,2019-08-10 00:00:00,3,49,7844,56647,409.87,39.06,125.88,126.41,33421,2816
6729,2019-10-08 00:00:00,4,71,5684,56372,483.04,68.89,185.42,24.71,25190,3754
6730,2019-10-08 00:00:00,2,17,6799,63875,249.86,25.36,77.94,114.7,41228,723
6731,2019-10-08 10:00:00,3,30,6388,15854,359.72,80.71,76.82,90.47,14810,4361
6732,2019-10-08 11:00:00,2,5,1091,36232,274.37,54.24,24.7,117.74,7679,3489
6733,2019-10-08 12:00:00,3,79,3444,13801,315.46,83.69,28.13,96.82,41919,375
6734,2019-10-08 00:00:00,1,9,2981,75289,389.71,32.38,186.35,42.67,4316,752
6735,2019-10-08 00:00:00,2,79,6135,85797,416.75,55.8,175.65,52.21,26802,2129
6736,2019-10-08 00:00:00,3,50,6751,52122,498.76,34.8,99.21,50.1,9113,2634
6737,2019-08-10 00:00:00,4,13,6151,68053,226.87,34.55,104.79,6.49,29660,4961
6738,2019-08-10 00:00:00,1,51,9954,51938,342.39,9.73,73.01,88.36,48394,310
6739,2019-10-08 00:00:00,4,2,4180,33164,171.13,78.14,87.51,123.56,22812,810
6740,2019-10-08 00:00:00,5,13,9043,32393,41.49,65.15,116.54,138.5,13897,218
6741,2019-10-08 20:00:00,5,2,5700,47724,47.96,20.36,168.22,107.81,34610,531
6742,2019-08-10 00:00:00,5,54,2216,49129,276.42,73.55,24.15,61.27,45929,2053
6743,2019-08-10 00:00:00,1,20,3507,84121,149.22,79.75,59.69,45.01,38639,2493
6744,2019-10-08 00:00:00,4,96,9575,71706,308.64,8.58,86.59,69.93,1731,4906
6745,2019-10-09 00:00:00,3,62,7149,86735,261.08,68.09,160.09,57.17,5742,2108
6746,2019-10-09 00:00:00,1,60,5142,10192,357.14,78.96,28.19,56.85,31402,3578
6747,2019-09-10 00:00:00,3,53,7803,21902,343.5,15.26,15.92,24.75,37128,303
6748,2019-10-09 00:00:00,1,65,3985,44771,450.15,36.42,104.4,43.99,7002,461
6749,2019-09-10 00:00:00,2,2,8544,50619,255.255,50.125,102.34,75.33,8633,303
6750,2019-10-09 00:00:00,5,58,7035,45293,152.89,88.6,116.33,95.37,33348,580
6751,2019-10-09 00:00:00,5,28,9249,14926,266.57,57.13,52.97,11.44,32466,3344
6752,2019-10-09 00:00:00,2,67,7998,20304,108.92,37.79,194.28,104.97,30635,4959
6753,2019-10-09 00:00:00,4,50,3075,15203,27.11,67.51,115.64,7.99,46287,2840
6754,2019-09-10 00:00:00,5,47,6976,32441,198.27,24.99,182.85,103.89,1226,468
6755,2019-10-09 00:00:00,5,15,7475,20713,254.83,98.95,180.22,113.22,13144,3545
6756,2019-09-10 00:00:00,4,49,9000,80271,372.32,92.11,177.94,39.29,20804,1584
6757,2019-10-09 12:00:00,4,57,3831,40619,212.98,30.31,13.97,35.49,25515,1933
6758,2019-10-09 13:00:00,2,52,5534,14282,489.87,63.93,74.04,94.04,26129,405
6759,2019-09-10 00:00:00,5,5,4919,68933,20.26,72.63,58.87,32.07,4053,489
6760,2019-09-10 00:00:00,2,92,2284,88111,439.76,73.78,39.39,79.51,46949,742
6761,2019-10-09 16:00:00,1,70,9343,18225,52.09,14.24,152.14,32.32,16869,126
6762,2019-10-09 00:00:00,4,9,330,90172,338.14,87.93,21.16,58.58,11953,2144
6763,2019-10-09 00:00:00,4,24,2581,53153,145.06,23.34,78.23,14.52,11791,4277
6764,2019-10-09 00:00:00,5,63,7311,28310,42.76,32.5,76.29,62.62,30193,2530
6765,2019-09-10 00:00:00,3,4,4266,49519,183.44,15.59,15.65,136.25,2117,1879
6766,2019-10-09 00:00:00,2,36,8442,95726,53.26,44.61,146.42,125.69,31614,2577
6767,2019-10-09 00:00:00,4,40,3827,41932,453.53,99.19,114.04,113.1,6390,4903
6768,2019-10-09 23:00:00,4,43,8347,32460,171.47,56.6,112.53,24.01,45575,1300
6769,2019-10-10 00:00:00,5,69,1145,86594,476.24,68.0,188.16,23.67,17941,4646
6770,2019-10-10 00:00:00,5,13,1758,77400,488.07,1.99,88.58,127.08,24111,306
6771,2019-10-10 00:00:00,3,62,4090,8001,476.6,42.15,137.87,38.69,8735,2484
6772,2019-10-10 03:00:00,1,8,1910,34764,289.9,89.16,111.74,79.15,3646,2467
6773,2019-10-10 00:00:00,1,72,9661,84147,256.42,85.07,81.74,66.55,22648,1512
6774,2019-10-10 00:00:00,5,49,1412,77721,418.72,32.2,182.87,45.64,37329,3664
6775,2019-10-10 00:00:00,3,66,5790,40027,274.38,37.43,128.88,25.96,39315,449
6776,2019-10-10 00:00:00,5,70,9612,19543,438.5,62.13,98.56,82.56,4087,836
6777,2019-10-10 00:00:00,1,13,4234,11346,17.82,84.55,77.51,77.84,43923,2345
6778,2019-10-10 09:00:00,2,12,1253,47769,423.17,30.17,19.57,9.95,4890,1072
6779,2019-10-10 10:00:00,4,100,284,78932,338.97,24.57,147.65,20.37,19809,3847
6780,2019-10-10 00:00:00,4,23,6492,4246,447.86,10.93,18.87,79.84,30975,3648
6781,2019-10-10 00:00:00,3,89,3188,61853,37.82,94.86,31.76,76.15,36390,4807
6782,2019-10-10 00:00:00,1,48,3182,50025,117.13,90.42,175.84,102.06,29700,1490
6783,2019-10-10 00:00:00,3,59,1761,70935,318.66,99.04,32.38,21.97,9415,4017
6784,2019-10-10 00:00:00,3,16,6888,80526,78.42,34.15,102.23,13.12,17979,1592
6785,2019-10-10 00:00:00,3,1,9899,14214,81.7,18.13,84.82,132.27,10007,3272
6786,2019-10-10 00:00:00,4,66,5086,51593,100.54,75.85,122.26,9.19,49102,3360
6787,2019-10-10 18:00:00,3,77,6819,69671,111.88,88.55,35.23,137.68,14075,1700
6788,2019-10-10 00:00:00,1,70,6540,2864,120.88,29.55,169.48,128.62,11575,756
6789,2019-10-10 00:00:00,1,72,3767,62112,277.62,64.54,8.94,140.13,9637,4891
6790,2019-10-10 00:00:00,2,71,830,63397,483.59,3.1,68.09,147.9,16126,3995
6791,2019-10-10 00:00:00,1,94,9628,72912,94.23,1.82,121.98,60.15,38608,2012
6792,2019-10-10 00:00:00,4,95,3362,44032,183.2,23.88,12.69,149.18,20702,1489
6793,2019-10-11 00:00:00,1,39,8958,42004,220.92,88.21,130.61,51.58,19853,3910
6794,2019-10-11 00:00:00,5,34,129,41082,467.37,5.14,17.0,82.37,30192,3254
6795,2019-10-11 02:00:00,3,35,7309,97329,488.74,71.09,105.37,74.51,16418,297
6796,2019-10-11 00:00:00,2,37,2971,15552,34.23,37.3,76.14,72.88,46317,3618
6797,2019-10-11 04:00:00,5,77,9004,38541,250.95,2.88,55.74,111.19,27729,1376
6798,2019-10-11 05:00:00,1,61,6993,64114,182.57,40.81,33.9,31.85,2900,3130
6799,2019-10-11 00:00:00,1,63,4892,36468,126.95,80.0,130.63,115.09,8547,4065
6800,2019-10-11 00:00:00,3,79,7265,78608,352.07,66.71,66.44,142.32,19630,3511
6801,2019-11-10 00:00:00,3,74,3246,89436,159.27,46.78,47.75,78.33,28861,613
6802,2019-10-11 00:00:00,4,73,3833,61796,474.41,22.38,140.43,23.45,32670,3954
6803,2019-10-11 00:00:00,2,88,5443,12393,338.2,96.67,104.38,78.0,43463,729
6804,2019-10-11 00:00:00,4,76,1223,62688,218.24,73.0,193.78,82.73,3154,4089
6805,2019-11-10 00:00:00,1,56,776,1432,48.67,23.37,139.09,107.85,45579,3669
6806,2019-10-11 13:00:00,2,36,7912,13490,258.43,78.01,146.3,144.01,5015,2807
6807,2019-11-10 00:00:00,2,32,1398,99269,270.78,58.48,179.92,4.99,49136,2129
6808,2019-10-11 15:00:00,4,95,9489,97749,393.47,47.06,95.77,87.48,9452,2597
6809,2019-11-10 00:00:00,1,65,7752,50619,255.255,50.125,102.34,75.33,13102,1361
6810,2019-10-11 17:00:00,1,68,2123,97457,356.09,80.77,62.01,120.8,45789,2692
6811,2019-10-11 18:00:00,4,43,1079,15099,396.25,17.02,97.48,56.77,49987,3514
6812,2019-10-11 00:00:00,2,37,9210,82990,77.43,83.93,188.11,94.65,23474,3694
6813,2019-10-11 00:00:00,2,18,1796,77961,294.73,65.1,169.23,147.21,33142,4784
6814,2019-11-10 00:00:00,5,97,294,50862,66.46,77.18,49.63,57.93,24471,1288
6815,2019-10-11 00:00:00,4,16,7720,23021,252.44,89.87,159.39,24.82,32614,308
6816,2019-10-11 23:00:00,1,48,967,99004,237.58,56.98,102.89,7.28,38293,4928
6817,2019-10-12 00:00:00,5,52,953,97189,440.58,62.07,189.54,90.7,24747,47
6818,2019-10-12 01:00:00,4,97,6516,99987,158.69,18.13,149.63,94.54,12684,2043
6819,2019-10-12 00:00:00,2,12,6666,17866,405.6,59.7,83.36,49.94,9802,614
6820,2019-10-12 00:00:00,3,62,4084,2969,339.56,52.31,144.09,41.98,20504,4138
6821,2019-10-12 00:00:00,4,13,3100,65782,132.06,69.5,169.43,20.69,25124,1440
6822,2019-10-12 00:00:00,2,13,1705,22190,320.94,60.12,188.53,19.4,45866,3144
6823,2019-10-12 00:00:00,3,49,2213,21183,207.69,57.61,191.77,36.78,39440,3794
6824,2019-10-12 00:00:00,1,27,5810,78079,186.7,96.33,116.53,16.67,41803,70
6825,2019-10-12 08:00:00,3,45,5324,12572,447.17,9.96,188.12,138.52,43392,780
6826,2019-10-12 09:00:00,1,63,8997,93842,109.12,56.21,132.74,93.9,31241,3487
6827,2019-12-10 00:00:00,3,58,1114,64698,154.74,63.2,45.18,1.77,25247,2142
6828,2019-12-10 00:00:00,2,67,9122,66049,423.92,2.62,128.31,90.01,4678,1310
6829,2019-10-12 00:00:00,5,74,4966,73992,190.8,98.81,70.05,51.23,49914,1855
6830,2019-12-10 00:00:00,1,67,6073,66626,450.32,93.56,177.12,36.74,32472,4412
6831,2019-10-12 00:00:00,4,66,1979,10019,389.21,94.92,79.39,79.02,26536,3903
6832,2019-12-10 00:00:00,3,99,5554,49742,31.13,47.45,48.61,13.71,31783,1172
6833,2019-12-10 00:00:00,4,20,2639,99469,122.34,33.55,199.79,3.16,7984,200
6834,2019-10-12 00:00:00,1,86,2032,25774,200.27,21.95,150.56,102.58,16506,211
6835,2019-10-12 00:00:00,1,25,4547,89274,259.16,7.13,53.21,137.32,22283,1217
6836,2019-10-12 00:00:00,3,89,2381,70324,138.34,91.12,161.52,48.54,2740,4321
6837,2019-10-12 00:00:00,4,20,9136,32932,346.59,88.32,160.33,25.44,37662,3493
6838,2019-10-12 21:00:00,5,59,9349,58369,337.82,70.27,22.08,118.38,45392,39
6839,2019-10-12 00:00:00,5,26,3671,33423,252.55,45.84,86.9,147.23,34588,2441
6840,2019-10-12 00:00:00,5,100,126,17458,111.48,20.43,198.3,50.25,13047,3158
6841,2019-10-13 00:00:00,5,26,589,82350,306.41,67.92,61.75,49.99,23869,2880
6842,2019-10-13 01:00:00,5,58,9295,88021,491.5,66.94,181.07,69.11,19428,1686
6843,2019-10-13 00:00:00,3,44,6283,90768,108.68,49.26,127.71,78.46,2176,1039
6844,2019-10-13 00:00:00,5,60,7688,57613,441.22,57.79,118.67,24.39,1348,934
6845,2019-10-13 00:00:00,1,35,8311,80178,362.7,2.22,151.59,67.04,21777,3097
6846,2019-10-13 00:00:00,1,85,7013,37109,93.34,76.68,95.86,103.92,11887,1633
6847,2019-10-13 00:00:00,3,55,2347,42289,204.67,37.66,155.74,11.52,31269,4727
6848,2019-10-13 07:00:00,5,86,3827,50619,255.255,50.125,102.34,75.33,5246,4312
6849,2019-10-13 00:00:00,3,54,7391,50619,255.255,50.125,102.34,75.33,49719,2604
6850,2019-10-13 00:00:00,3,55,7428,78455,272.59,47.16,116.79,135.13,36979,3979
6851,2019-10-13 00:00:00,2,58,5819,75143,43.98,27.24,99.83,7.62,8657,3491
6852,2019-10-13 00:00:00,1,95,9535,19820,30.5,98.28,14.03,40.66,29638,1417
6853,2019-10-13 00:00:00,4,64,6511,8459,84.51,52.62,47.63,104.32,39943,4575
6854,2019-10-13 00:00:00,3,81,4197,73998,98.76,53.97,78.3,20.53,28999,4523
6855,2019-10-13 00:00:00,3,41,2006,21132,81.62,6.62,178.74,67.36,31512,2730
6856,2019-10-13 00:00:00,3,72,8752,40830,78.26,3.89,39.51,63.4,48710,1075
6857,2019-10-13 00:00:00,5,3,1393,4864,89.72,1.59,43.35,140.81,16120,742
6858,2019-10-13 00:00:00,4,48,3854,63591,259.51,6.82,48.73,15.29,43740,754
6859,2019-10-13 00:00:00,5,14,7933,30077,55.06,32.46,22.41,58.01,4900,4520
6860,2019-10-13 19:00:00,5,24,6777,60282,287.24,26.93,163.7,60.42,42603,52
6861,2019-10-13 00:00:00,4,60,9039,29606,55.09,98.14,55.67,108.85,5305,885
6862,2019-10-13 00:00:00,2,1,3111,88019,436.43,4.78,77.49,106.96,32866,2182
6863,2019-10-13 00:00:00,1,14,4403,38372,256.87,80.26,137.11,43.02,7363,626
6864,2019-10-13 23:00:00,1,4,684,94158,242.12,50.15,166.16,94.22,7005,4698
6865,2019-10-14 00:00:00,1,71,6167,39281,456.39,47.1,144.84,101.72,38800,1317
6866,2019-10-14 00:00:00,5,35,7766,79838,378.02,60.18,27.71,30.61,5267,2909
6867,2019-10-14 02:00:00,5,24,2313,86408,237.31,6.18,44.75,138.41,42369,1958
6868,2019-10-14 00:00:00,5,68,7890,45084,491.44,32.75,25.0,123.11,6830,1864
6869,2019-10-14 04:00:00,2,13,5903,32278,273.05,57.08,60.58,95.64,26643,4427
6870,2019-10-14 00:00:00,5,42,6812,15689,117.51,21.25,71.27,137.53,6771,3329
6871,2019-10-14 00:00:00,4,11,7673,12990,406.46,87.71,46.93,142.8,40017,531
6872,2019-10-14 07:00:00,5,57,8788,85584,208.5,20.31,198.99,146.37,40546,1379
6873,2019-10-14 00:00:00,5,56,3314,68943,200.88,11.16,90.08,129.11,23874,4239
6874,2019-10-14 00:00:00,3,75,4171,59399,111.88,61.25,106.41,71.53,44287,59
6875,2019-10-14 00:00:00,4,89,6399,12012,123.94,83.9,102.03,54.06,44651,40
6876,2019-10-14 00:00:00,3,89,9342,21979,484.36,54.26,13.4,107.34,23431,1008
6877,2019-10-14 00:00:00,3,86,719,57486,147.24,66.22,141.66,107.36,20428,3344
6878,2019-10-14 13:00:00,5,40,2755,30923,95.31,53.42,136.63,70.05,14241,2495
6879,2019-10-14 14:00:00,2,48,1853,86305,144.72,42.4,199.89,7.31,9594,3050
6880,2019-10-14 15:00:00,4,16,6910,99457,154.54,39.25,53.48,105.5,29157,485
6881,2019-10-14 00:00:00,5,41,815,24561,474.73,99.36,14.5,99.33,25667,4986
6882,2019-10-14 17:00:00,1,78,8708,74561,289.69,27.83,23.08,21.49,19146,3099
6883,2019-10-14 18:00:00,1,37,3812,62687,206.2,17.7,79.06,136.1,2903,600
6884,2019-10-14 00:00:00,2,71,3056,95672,174.34,14.86,57.36,74.79,1728,2200
6885,2019-10-14 00:00:00,4,92,6849,68289,175.22,93.2,134.86,101.62,7834,1319
6886,2019-10-14 00:00:00,4,78,4435,40789,219.1,86.77,43.05,26.41,25139,2844
6887,2019-10-14 00:00:00,3,24,925,93599,386.07,52.33,53.69,91.96,46150,2362
6888,2019-10-14 00:00:00,1,18,9849,10066,429.51,7.75,176.96,53.39,15834,235
6889,2019-10-15 00:00:00,1,56,1581,56414,254.04,20.55,142.15,81.72,18251,1526
6890,2019-10-15 01:00:00,1,94,2405,92593,483.15,75.61,54.77,20.36,2955,355
6891,2019-10-15 02:00:00,4,70,5541,63648,77.15,55.22,110.05,88.54,1308,3822
6892,2019-10-15 00:00:00,5,95,2103,95892,494.1,94.12,86.1,136.77,5019,4560
6893,2019-10-15 00:00:00,1,84,7252,29743,467.61,85.46,170.67,128.26,43810,3627
6894,2019-10-15 00:00:00,1,46,3776,44289,128.77,11.84,11.82,118.54,14722,3811
6895,2019-10-15 06:00:00,2,65,7464,16999,274.4,35.49,77.44,78.6,24211,1659
6896,2019-10-15 00:00:00,3,3,539,8020,359.87,1.74,30.47,12.84,36227,4694
6897,2019-10-15 00:00:00,2,97,7435,12497,236.28,5.01,176.93,55.15,14385,2059
6898,2019-10-15 00:00:00,5,82,609,86318,203.82,35.15,12.5,83.6,41285,2604
6899,2019-10-15 10:00:00,2,97,5729,45834,224.73,96.05,112.12,56.23,19081,4149
6900,2019-10-15 00:00:00,2,90,755,25908,287.0,74.8,138.89,29.82,21545,1223
6901,2019-10-15 00:00:00,1,38,4987,79853,405.15,56.12,78.22,17.66,33327,2038
6902,2019-10-15 00:00:00,1,2,187,95957,281.48,19.57,20.05,2.55,37972,1380
6903,2019-10-15 00:00:00,3,37,7013,40515,258.13,24.24,21.69,147.84,48771,2543
6904,2019-10-15 00:00:00,3,70,7857,47721,192.56,62.25,85.93,128.17,21343,4166
6905,2019-10-15 16:00:00,2,19,9906,12508,393.23,63.23,17.24,106.2,40139,1547
6906,2019-10-15 00:00:00,4,4,2341,60737,133.32,29.12,100.67,53.32,43330,2938
6907,2019-10-15 00:00:00,4,34,2876,60325,343.45,35.99,66.82,127.59,39743,1848
6908,2019-10-15 00:00:00,3,71,9181,97928,471.73,27.2,44.74,40.44,14636,4313
6909,2019-10-15 20:00:00,5,12,8900,61945,449.23,40.67,25.74,133.91,3117,2523
6910,2019-10-15 00:00:00,3,93,4990,35857,406.42,27.08,81.99,127.19,25012,2328
6911,2019-10-15 00:00:00,2,85,4634,9004,50.07,5.47,89.12,147.43,24674,3908
6912,2019-10-15 00:00:00,4,91,4644,60609,315.29,64.3,160.32,86.21,44863,472
6913,2019-10-16 00:00:00,2,5,9176,58442,459.6,20.22,43.22,110.88,3575,1095
6914,2019-10-16 00:00:00,5,52,5490,43372,103.93,2.51,56.15,125.1,22706,2585
6915,2019-10-16 00:00:00,1,58,7882,74878,224.16,57.79,146.94,145.78,1311,9
6916,2019-10-16 00:00:00,3,39,1936,50619,255.255,50.125,102.34,75.33,47599,2727
6917,2019-10-16 00:00:00,1,61,8036,29353,287.95,83.24,192.29,95.0,46483,280
6918,2019-10-16 00:00:00,4,6,7465,67217,107.61,42.07,47.41,52.1,26552,3252
6919,2019-10-16 00:00:00,5,35,7224,23142,438.68,53.69,75.72,75.52,18341,2552
6920,2019-10-16 00:00:00,2,46,5034,35208,330.62,58.81,162.71,48.4,33021,4591
6921,2019-10-16 00:00:00,3,98,5843,2769,364.32,44.4,6.2,94.36,6628,3385
6922,2019-10-16 00:00:00,4,29,3361,76694,12.95,35.24,66.09,65.95,29048,2782
6923,2019-10-16 00:00:00,5,92,4033,90633,120.24,46.25,149.89,8.04,9016,2643
6924,2019-10-16 00:00:00,2,27,7364,72972,317.15,53.7,112.8,52.33,15433,505
6925,2019-10-16 12:00:00,2,21,2548,82024,142.3,55.77,155.86,80.67,49656,3465
6926,2019-10-16 00:00:00,4,40,2337,50619,255.255,50.125,102.34,75.33,9846,4035
6927,2019-10-16 00:00:00,2,97,4746,91992,348.85,58.43,149.35,35.3,22981,2137
6928,2019-10-16 00:00:00,1,87,840,98276,107.56,20.15,132.77,82.26,29779,891
6929,2019-10-16 00:00:00,1,35,3914,13045,317.15,2.77,50.92,102.07,25814,2992
6930,2019-10-16 00:00:00,5,51,5991,59253,185.31,54.0,91.19,88.53,26682,1009
6931,2019-10-16 00:00:00,1,90,4047,60969,63.82,34.61,116.0,93.74,21014,935
6932,2019-10-16 19:00:00,4,28,6301,16284,142.53,37.06,165.21,121.11,1837,1184
6933,2019-10-16 00:00:00,5,75,3020,6676,429.97,91.08,180.26,12.69,30329,561
6934,2019-10-16 21:00:00,3,61,1700,54188,51.49,97.78,113.19,120.7,14320,611
6935,2019-10-16 00:00:00,2,92,5752,49016,222.54,2.82,132.44,86.93,4067,3645
6936,2019-10-16 00:00:00,1,39,7067,6782,410.61,71.84,86.1,60.49,49034,605
6937,2019-10-17 00:00:00,3,97,7899,41530,157.43,37.54,170.81,11.38,19618,4539
6938,2019-10-17 00:00:00,2,71,5443,13432,306.09,68.86,167.19,45.84,17692,1756
6939,2019-10-17 02:00:00,4,98,4417,33468,16.88,57.2,80.58,58.73,23773,4843
6940,2019-10-17 00:00:00,3,55,8439,53736,102.66,1.59,150.91,95.57,18926,3428
6941,2019-10-17 04:00:00,5,100,6363,45543,390.62,97.45,29.59,42.22,4644,4113
6942,2019-10-17 00:00:00,4,49,7257,94032,162.59,59.31,111.88,9.5,2284,4008
6943,2019-10-17 00:00:00,1,68,6100,62632,333.47,54.56,124.12,108.82,45206,2989
6944,2019-10-17 07:00:00,3,80,8063,50619,255.255,50.125,102.34,75.33,2229,328
6945,2019-10-17 08:00:00,4,4,6033,6061,109.73,36.18,167.64,89.33,4616,4796
6946,2019-10-17 00:00:00,4,8,6296,82289,20.29,79.49,81.99,57.01,35770,249
6947,2019-10-17 10:00:00,3,56,6110,67436,261.05,51.1,56.12,65.29,36925,3142
6948,2019-10-17 00:00:00,1,99,7712,23206,292.46,87.47,171.88,100.57,16322,4137
6949,2019-10-17 12:00:00,4,66,7010,50619,255.255,50.125,102.34,75.33,27589,4559
6950,2019-10-17 13:00:00,3,43,2492,77915,141.8,55.3,100.11,117.31,36920,2467
6951,2019-10-17 14:00:00,4,41,5256,22467,323.94,57.76,75.21,91.8,39935,1009
6952,2019-10-17 00:00:00,5,100,1031,77859,367.45,7.89,132.47,120.41,19101,2050
6953,2019-10-17 16:00:00,3,94,2154,7385,360.33,46.26,95.84,44.37,12924,1541
6954,2019-10-17 00:00:00,3,89,4151,49593,298.7,22.02,101.25,108.23,6350,229
6955,2019-10-17 18:00:00,4,33,6568,70372,317.51,85.7,38.75,141.68,18892,1065
6956,2019-10-17 19:00:00,3,55,7176,42577,161.82,88.0,88.93,145.87,43106,2163
